new_context,original_context,citation_intent,section
Doğruluk ve duyarlılık gibi önemli metriklerde KNN algoritmasının %96'nın üzerinde bir performansa sahip olduğu <CITE> araştırmasında tespit edilmiştir.,<CITE> referanslı çalışmada KNN algoritmasında doğruluk ve duyarlılık metriklerinde %96 üstünde başarılı sonuçlar verdiği gözlemlenmiştir.,support,synthetic-augmentation
"Artan çalışma saatleri göz önüne alındığında, mevcut yazılım geliştirme yöntemlerinin Scrum gibi daha verimli ve çevik yaklaşımlarla değiştirilmesinin projelere önemli faydalar sağladığı bildirilmektedir <CITE> .",Özellikle artan çalışma saatleri söz konusu olduğunda kullanılan yazılım geliştirme yönteminin yeniden gözden geçirilmesi ve daha verimli olabilecek Scrum gibi yöntemlere başvurulması daha etkili sonuçlar ortaya çıkartabilmektedir <CITE> .,support,synthetic-augmentation
"Özellikle iş yükünün arttığı durumlarda, yazılım geliştirme süreçlerini gözden geçirerek Scrum gibi kanıtlanmış metodolojilere yönelmek, çok daha etkili ve başarılı sonuçlar doğurabilmektedir <CITE> .",Özellikle artan çalışma saatleri söz konusu olduğunda kullanılan yazılım geliştirme yönteminin yeniden gözden geçirilmesi ve daha verimli olabilecek Scrum gibi yöntemlere başvurulması daha etkili sonuçlar ortaya çıkartabilmektedir <CITE> .,support,synthetic-augmentation
"Mevcut yazılım geliştirme pratiklerini yeniden değerlendirmek ve Scrum gibi verimliliği artıran yöntemleri uygulamak, artan çalışma saatlerinin neden olduğu zorlukları aşmada önemli bir destek sunar <CITE> .",Özellikle artan çalışma saatleri söz konusu olduğunda kullanılan yazılım geliştirme yönteminin yeniden gözden geçirilmesi ve daha verimli olabilecek Scrum gibi yöntemlere başvurulması daha etkili sonuçlar ortaya çıkartabilmektedir <CITE> .,support,synthetic-augmentation
"Yoğun çalışma dönemlerinde, geleneksel yazılım geliştirme yaklaşımları yerine Scrum gibi adapte edilebilir ve etkin yöntemlere başvurmanın, proje performansını ve genel verimliliği artırdığı gözlemlenmiştir <CITE> .",Özellikle artan çalışma saatleri söz konusu olduğunda kullanılan yazılım geliştirme yönteminin yeniden gözden geçirilmesi ve daha verimli olabilecek Scrum gibi yöntemlere başvurulması daha etkili sonuçlar ortaya çıkartabilmektedir <CITE> .,support,synthetic-augmentation
"Türkdoğan ve ekibinin araştırması <CITE> , yazılım mühendisliği süreçlerinde fazla mesai uygulamasının çalışanların verimliliğini düşürdüğünü, aile hayatını aksattığını ve yazılım ürünlerinin kalitesini olumsuz etkilediğini ortaya koymuştur.","Türkdoğan ve arkadaşları da yazılım mühendisliği projelerinde fazla mesainin çalışanlarda verimliliği, aile yaşantısını, sosyal iletişim alanlarını ve yazılım kalitesini olumsuz etkilediğini belirtmektedirler <CITE> .",support,synthetic-augmentation
"Fazla mesainin yazılım mühendisliği projelerinde çalışan verimliliğini, aile yaşantısını, sosyal etkileşimleri ve nihayetinde yazılım kalitesini olumsuz yönde etkilediği, Türkdoğan ve meslektaşları tarafından yapılan bir çalışmada <CITE> vurgulanmıştır.","Türkdoğan ve arkadaşları da yazılım mühendisliği projelerinde fazla mesainin çalışanlarda verimliliği, aile yaşantısını, sosyal iletişim alanlarını ve yazılım kalitesini olumsuz etkilediğini belirtmektedirler <CITE> .",support,synthetic-augmentation
"Yazılım mühendisliği projelerinde görülen fazla mesainin, bireylerin verimliliği üzerinde negatif bir etki yarattığı, aile ve sosyal yaşamlarını bozduğu, aynı zamanda yazılım kalitesini düşürdüğü Türkdoğan ve diğer araştırmacılar <CITE> tarafından ifade edilmektedir.","Türkdoğan ve arkadaşları da yazılım mühendisliği projelerinde fazla mesainin çalışanlarda verimliliği, aile yaşantısını, sosyal iletişim alanlarını ve yazılım kalitesini olumsuz etkilediğini belirtmektedirler <CITE> .",support,synthetic-augmentation
"Çalışmalar <CITE> , yazılım mühendisliği ortamlarında fazla mesaiye kalmanın iş gücünün verimliliğini, kişisel ve sosyal yaşam dengesini ve üretilen yazılımın kalitesini olumsuz yönde etkilediğini göstermektedir.","Türkdoğan ve arkadaşları da yazılım mühendisliği projelerinde fazla mesainin çalışanlarda verimliliği, aile yaşantısını, sosyal iletişim alanlarını ve yazılım kalitesini olumsuz etkilediğini belirtmektedirler <CITE> .",support,synthetic-augmentation
"Yazılım geliştiricilerin mutsuzluk kaynakları incelendiğinde, problem çözmede takılı kalmanın en başta geldiği, zaman baskısının ise dış faktörlerden kaynaklanan ikinci en sık neden olduğu belirtilmiştir <CITE>.","Graziotin ve arkadaşlarının gerçekleştirdiği çalışmaya göre, yazılım geliştiricilerde, geliştiricinin dışındaki faktörlerden kaynaklanan mutsuzluğun en sık ikinci nedeni olarak zaman baskısı görülürken, birinci mutsuzluk nedeni ""problem çözmede takılı kalmak"" olarak ortaya konmuştur <CITE> .",support,synthetic-augmentation
"Bir çalışmaya göre, geliştiricilerde mutsuzluğa en çok neden olan sorun 'problem çözmede kilitlenme' iken, dış kaynaklı ikinci en büyük sebep zaman baskısıdır <CITE>.","Graziotin ve arkadaşlarının gerçekleştirdiği çalışmaya göre, yazılım geliştiricilerde, geliştiricinin dışındaki faktörlerden kaynaklanan mutsuzluğun en sık ikinci nedeni olarak zaman baskısı görülürken, birinci mutsuzluk nedeni ""problem çözmede takılı kalmak"" olarak ortaya konmuştur <CITE> .",support,synthetic-augmentation
"Geliştiriciler arasında mutsuzluğun ana nedenleri arasında 'problem çözmede takılı kalmak' ilk sırada yer alırken, zaman baskısı da dışsal bir etken olarak ikinci sıklıkta görülmektedir <CITE>.","Graziotin ve arkadaşlarının gerçekleştirdiği çalışmaya göre, yazılım geliştiricilerde, geliştiricinin dışındaki faktörlerden kaynaklanan mutsuzluğun en sık ikinci nedeni olarak zaman baskısı görülürken, birinci mutsuzluk nedeni ""problem çözmede takılı kalmak"" olarak ortaya konmuştur <CITE> .",support,synthetic-augmentation
"Yapılan bir araştırma, yazılım geliştiricilerde mutsuzluğun birincil nedeninin problem çözme sürecinde yaşanan tıkanıklıklar olduğunu, zaman baskısının ise dış faktörler içinde ikinci en yaygın sebep olduğunu ortaya koymaktadır <CITE>.","Graziotin ve arkadaşlarının gerçekleştirdiği çalışmaya göre, yazılım geliştiricilerde, geliştiricinin dışındaki faktörlerden kaynaklanan mutsuzluğun en sık ikinci nedeni olarak zaman baskısı görülürken, birinci mutsuzluk nedeni ""problem çözmede takılı kalmak"" olarak ortaya konmuştur <CITE> .",support,synthetic-augmentation
"RAVDESS <CITE> veri kümesi, 24 seslendirme sanatçısından alınan ve her bir sanatçıya ait 60 konuşma ile 44 şarkı kaydını içeren toplam 2452 kayıttan meydana gelmektedir.","RAVDESS <CITE> veri kümesi içerisinde 24 seslendirme sanatçısı ve her birine ait 60 konuşma kaydı, 44 şarkı kaydı bulunup toplamda 2452 kayıt içermektedir.",basis,synthetic-augmentation
"Toplam 2452 kayda sahip olan RAVDESS <CITE> veri kümesi, 24 seslendirme sanatçısının her birinden 60 konuşma ve 44 şarkı kaydı içermektedir.","RAVDESS <CITE> veri kümesi içerisinde 24 seslendirme sanatçısı ve her birine ait 60 konuşma kaydı, 44 şarkı kaydı bulunup toplamda 2452 kayıt içermektedir.",basis,synthetic-augmentation
"RAVDESS <CITE> veri seti, 24 farklı seslendirme sanatçısının her birinden elde edilen 60 konuşma ve 44 şarkı kaydını kapsayarak toplam 2452 kayıdı barındırır.","RAVDESS <CITE> veri kümesi içerisinde 24 seslendirme sanatçısı ve her birine ait 60 konuşma kaydı, 44 şarkı kaydı bulunup toplamda 2452 kayıt içermektedir.",basis,synthetic-augmentation
"24 seslendirme sanatçısı tarafından oluşturulan ve her birinden 60 konuşma ile 44 şarkı kaydı içeren RAVDESS <CITE>, toplamda 2452 adet kayıt sunmaktadır.","RAVDESS <CITE> veri kümesi içerisinde 24 seslendirme sanatçısı ve her birine ait 60 konuşma kaydı, 44 şarkı kaydı bulunup toplamda 2452 kayıt içermektedir.",basis,synthetic-augmentation
"Konuşma tabanlı duygu tanıma alanında araştırmacılar tarafından sıkça başvurulan Toronto Emotional Speech Set (TESS) <CITE>, modelimizin ikinci veri kaynağı olarak kullanıldı.","Modelde kullanılan ikinci veri seti, konuşma tabanlı duygu tanıma alanında araştırmacılar tarafından yaygın olarak kullanılan Toronto Emotional Speech Set (TESS)'dir <CITE> .",basis,synthetic-augmentation
"Bu çalışmada kullanılan ikinci veri seti, konuşma tabanlı duygu tanıma literatüründe yaygın bir kabul gören Toronto Emotional Speech Set (TESS) <CITE> oldu.","Modelde kullanılan ikinci veri seti, konuşma tabanlı duygu tanıma alanında araştırmacılar tarafından yaygın olarak kullanılan Toronto Emotional Speech Set (TESS)'dir <CITE> .",basis,synthetic-augmentation
"Modelimiz için seçilen ikinci veri kümesi, konuşma tabanlı duygu tanıma alanında temel oluşturan Toronto Emotional Speech Set (TESS) <CITE> idi.","Modelde kullanılan ikinci veri seti, konuşma tabanlı duygu tanıma alanında araştırmacılar tarafından yaygın olarak kullanılan Toronto Emotional Speech Set (TESS)'dir <CITE> .",basis,synthetic-augmentation
"Toronto Emotional Speech Set (TESS) <CITE>, konuşma tabanlı duygu tanıma araştırmacıları arasında bilinen ve modelin ikinci veri setini oluşturan bir kaynaktır.","Modelde kullanılan ikinci veri seti, konuşma tabanlı duygu tanıma alanında araştırmacılar tarafından yaygın olarak kullanılan Toronto Emotional Speech Set (TESS)'dir <CITE> .",basis,synthetic-augmentation
"Bu çalışma, <CITE> başlıklı önceki sunumumuzun genişletilmiş ve detaylandırılmış bir versiyonudur.","Bu makale, daha önceki konferans bildirimizin <CITE> genişletilmiş bir versiyonudur.",basis,synthetic-augmentation
"Elimizdeki araştırma, <CITE> isimli konferans makalemizde ortaya konan ilk fikirlerin daha kapsamlı bir incelemesidir.","Bu makale, daha önceki konferans bildirimizin <CITE> genişletilmiş bir versiyonudur.",basis,synthetic-augmentation
"<CITE> tarafından yayınlanan önceki çalışmamız, bu makalenin temelini oluşturmaktadır.","Bu makale, daha önceki konferans bildirimizin <CITE> genişletilmiş bir versiyonudur.",basis,synthetic-augmentation
"Mevcut bildiri, <CITE> adresinde bulunan ön taslağımızın geliştirilmiş ve nihai halidir.","Bu makale, daha önceki konferans bildirimizin <CITE> genişletilmiş bir versiyonudur.",basis,synthetic-augmentation
"`<CITE>'daki çalışma, bu yeni çalışmada sunduğumuz yöntemin temelini atmıştır.`",<CITE> 'de tanıtılan çalışma bu yeni çalışmada önerdiğimiz yöntemin öncül bir tasarımını sunmuştur.,basis,synthetic-augmentation
"`Bu yeni çalışmada sunduğumuz yöntem, <CITE>'da açıklanan tasarımın üzerine inşa edilmiştir.`",<CITE> 'de tanıtılan çalışma bu yeni çalışmada önerdiğimiz yöntemin öncül bir tasarımını sunmuştur.,basis,synthetic-augmentation
"`<CITE>'da yapılan araştırma, bu çalışmada geliştirdiğimiz yaklaşımın zeminini oluşturmuştur.`",<CITE> 'de tanıtılan çalışma bu yeni çalışmada önerdiğimiz yöntemin öncül bir tasarımını sunmuştur.,basis,synthetic-augmentation
"`Bu çalışmada önerdiğimiz yöntem, <CITE>'da ortaya konan ön çalışmayı başlangıç noktası olarak almaktadır.`",<CITE> 'de tanıtılan çalışma bu yeni çalışmada önerdiğimiz yöntemin öncül bir tasarımını sunmuştur.,basis,synthetic-augmentation
1.  Bu çalışmada kullanılan SSA modelinin Python ve Keras ile gerçeklenmesi <CITE> referans alınarak yapılmıştır.,"Çalışmanın SSA modeli, Python dilinde Keras kütüphanesi kullanılarak derlenmiştir <CITE> .",basis,synthetic-augmentation
"2.  Geliştirdiğimiz SSA modeli, Python dilinde Keras kütüphanesiyle, <CITE> tarafından belirlenen esaslara göre derlenmiştir.","Çalışmanın SSA modeli, Python dilinde Keras kütüphanesi kullanılarak derlenmiştir <CITE> .",basis,synthetic-augmentation
3.  Python ve Keras kullanarak oluşturduğumuz SSA modelinin temel mimarisi ve uygulama adımları <CITE> ile uyumludur.,"Çalışmanın SSA modeli, Python dilinde Keras kütüphanesi kullanılarak derlenmiştir <CITE> .",basis,synthetic-augmentation
4.  SSA modelinin Python ortamında Keras aracılığıyla yapılandırılması <CITE> tarafından ortaya konan metodolojiyi temel almaktadır.,"Çalışmanın SSA modeli, Python dilinde Keras kütüphanesi kullanılarak derlenmiştir <CITE> .",basis,synthetic-augmentation
"1. Ağırlıklar rasgele başlatıldı ve model, Adam en iyileyici ve geri yayılım algoritması kullanılarak, softmax <CITE> aktivasyon fonksiyonunu temel alarak eğitildi.",Tüm ağırlıklar rastgele bir şekilde başlatılmış ve softmax <CITE> aktivasyon fonksiyonu kullanarak Adam en iyileyici ile geri yayılım algoritması kullanılarak eğitilmiştir.,basis,synthetic-augmentation
"2. Eğitim, tüm ağırlıkların rasgele başlatılmasıyla başladı ve Adam optimizatörünün uygulandığı geri yayılım metodu, kilit bir öğe olarak softmax <CITE> aktivasyon fonksiyonunu içeriyordu.",Tüm ağırlıklar rastgele bir şekilde başlatılmış ve softmax <CITE> aktivasyon fonksiyonu kullanarak Adam en iyileyici ile geri yayılım algoritması kullanılarak eğitilmiştir.,basis,synthetic-augmentation
"3. Geri yayılım algoritması, Adam en iyileyici ile birlikte, rasgele başlatılmış ağırlıklar ve softmax <CITE> aktivasyon fonksiyonu sayesinde başarılı bir şekilde uygulandı.",Tüm ağırlıklar rastgele bir şekilde başlatılmış ve softmax <CITE> aktivasyon fonksiyonu kullanarak Adam en iyileyici ile geri yayılım algoritması kullanılarak eğitilmiştir.,basis,synthetic-augmentation
"4. Modelin eğitimi için geri yayılım algoritması ve Adam optimizasyonu kullanılırken, rastgele başlatılan ağırlıklarla birlikte softmax <CITE> aktivasyon fonksiyonu ana bir bileşen olarak işlev gördü.",Tüm ağırlıklar rastgele bir şekilde başlatılmış ve softmax <CITE> aktivasyon fonksiyonu kullanarak Adam en iyileyici ile geri yayılım algoritması kullanılarak eğitilmiştir.,basis,synthetic-augmentation
"Önerilen KÇ3B-ESA modeli, DVM <CITE>, 2B-ESA, 3B-ESA ve M3B-ESA gibi benzer yaklaşımlarla karşılaştırılmıştır.","Önerilen KÇ3B-ESA modeli DVM <CITE>, 2B-ESA , 3B-ESA ve M3B-ESA gibi diğer yöntemlerle karşılaştırılmıştır.",support,synthetic-augmentation
"KÇ3B-ESA yönteminin performansı, DVM <CITE>, 2B-ESA, 3B-ESA ve M3B-ESA dahil olmak üzere literatürdeki diğer yöntemlerle kıyaslanmıştır.","Önerilen KÇ3B-ESA modeli DVM <CITE>, 2B-ESA , 3B-ESA ve M3B-ESA gibi diğer yöntemlerle karşılaştırılmıştır.",support,synthetic-augmentation
"Geliştirilen KÇ3B-ESA modeli, DVM <CITE>, 2B-ESA, 3B-ESA ve M3B-ESA gibi standart algoritmalarla yapılan testlerle doğrulanmıştır.","Önerilen KÇ3B-ESA modeli DVM <CITE>, 2B-ESA , 3B-ESA ve M3B-ESA gibi diğer yöntemlerle karşılaştırılmıştır.",support,synthetic-augmentation
"Çalışmamızda sunulan KÇ3B-ESA modeli, DVM <CITE>, 2B-ESA, 3B-ESA ve M3B-ESA gibi bilinen tekniklerle detaylı bir şekilde değerlendirilmiştir.","Önerilen KÇ3B-ESA modeli DVM <CITE>, 2B-ESA , 3B-ESA ve M3B-ESA gibi diğer yöntemlerle karşılaştırılmıştır.",support,synthetic-augmentation
"Bu nedenle, birim zamanda aktarılan bit sayısının kabul edilebilir bir düzeye çekilmesi gerekliliği vurgulanmaktadır <CITE> .",Bundan dolayı bit sayısını (birim süre başına) kabul edilebilir bir seviyeye düşürmek gerekmektedir <CITE> .,discuss,synthetic-augmentation
"Bu bağlamda, bit oranının (birim zaman başına) makul bir seviyeye düşürülmesi elzemdir <CITE> .",Bundan dolayı bit sayısını (birim süre başına) kabul edilebilir bir seviyeye düşürmek gerekmektedir <CITE> .,discuss,synthetic-augmentation
"Sonuç olarak, bit miktarının (belirli bir süre içinde) kabul edilebilir bir sınırın altına indirilmesi önem arz etmektedir <CITE> .",Bundan dolayı bit sayısını (birim süre başına) kabul edilebilir bir seviyeye düşürmek gerekmektedir <CITE> .,discuss,synthetic-augmentation
"Bu durum göz önüne alındığında, bit yoğunluğunun (zaman birimi başına) makul bir seviyeye getirilmesi tavsiye edilmektedir <CITE> .",Bundan dolayı bit sayısını (birim süre başına) kabul edilebilir bir seviyeye düşürmek gerekmektedir <CITE> .,discuss,synthetic-augmentation
"Bu araştırmada panoramik görüntülerin çözünürlük ve bulanıklık özelliklerini değerlendirmek amacıyla Tenengrad (Tenen) <CITE>, standart sapma (SS) ve bulanıklık (BM) metrikleri kullanılmıştır.","Çalışmada panoramik görüntülerin çözünürlük kalitelerini ölçmek için Tenengrad (Tenen) <CITE> ve standart sapma (SS), bulanıklık bilgisini ölçmek için ise bulanıklık (BM) metrikleri tercih edilmiştir.",basis,synthetic-augmentation
"Panoramik görüntülerin çözünürlük kalitesi ve bulanıklık seviyesi belirlenirken, Tenengrad (Tenen) <CITE> algoritması, standart sapma (SS) ve bulanıklık (BM) ölçütleri temel alınmıştır.","Çalışmada panoramik görüntülerin çözünürlük kalitelerini ölçmek için Tenengrad (Tenen) <CITE> ve standart sapma (SS), bulanıklık bilgisini ölçmek için ise bulanıklık (BM) metrikleri tercih edilmiştir.",basis,synthetic-augmentation
"Çalışmamızda panoramik görüntülerin çözünürlük kalitesi için Tenengrad (Tenen) <CITE> ve standart sapma (SS), bulanıklık seviyesi için ise bulanıklık (BM) ölçümleri uygulanmıştır.","Çalışmada panoramik görüntülerin çözünürlük kalitelerini ölçmek için Tenengrad (Tenen) <CITE> ve standart sapma (SS), bulanıklık bilgisini ölçmek için ise bulanıklık (BM) metrikleri tercih edilmiştir.",basis,synthetic-augmentation
"Tenengrad (Tenen) <CITE> ile standart sapma (SS) ve bulanıklık (BM) metrikleri, panoramik görüntülerin çözünürlük ve bulanıklık özelliklerini analiz etmek üzere bu çalışmada benimsenmiştir.","Çalışmada panoramik görüntülerin çözünürlük kalitelerini ölçmek için Tenengrad (Tenen) <CITE> ve standart sapma (SS), bulanıklık bilgisini ölçmek için ise bulanıklık (BM) metrikleri tercih edilmiştir.",basis,synthetic-augmentation
"Bu araştırmada, panoramik görüntülerin çözünürlük kalitelerini belirlemek amacıyla Tenengrad (Tenen) ve standart sapma (SS), bulanıklık düzeyini ölçmek için ise bulanıklık (BM) <CITE> metrikleri temel alınmıştır.","Çalışmada panoramik görüntülerin çözünürlük kalitelerini ölçmek için Tenengrad (Tenen) ve standart sapma (SS), bulanıklık bilgisini ölçmek için ise bulanıklık (BM) <CITE> metrikleri tercih edilmiştir.",basis,synthetic-augmentation
"Panoramik görüntülerin çözünürlük kalitelerinin ve bulanıklık bilgisinin ölçümünde, <CITE> tarafından önerilen Tenengrad (Tenen), standart sapma (SS) ve bulanıklık (BM) metrikleri çalışmamızda benimsenmiştir.","Çalışmada panoramik görüntülerin çözünürlük kalitelerini ölçmek için Tenengrad (Tenen) ve standart sapma (SS), bulanıklık bilgisini ölçmek için ise bulanıklık (BM) <CITE> metrikleri tercih edilmiştir.",basis,synthetic-augmentation
"Çalışmamızda, panoramik görüntülerin çözünürlük kalitelerini değerlendirmek için Tenengrad (Tenen) ve standart sapma (SS), bulanıklık tespiti için ise bulanıklık (BM) <CITE> ölçütleri esas alınmıştır.","Çalışmada panoramik görüntülerin çözünürlük kalitelerini ölçmek için Tenengrad (Tenen) ve standart sapma (SS), bulanıklık bilgisini ölçmek için ise bulanıklık (BM) <CITE> metrikleri tercih edilmiştir.",basis,synthetic-augmentation
"Panoramik görüntülerin çözünürlük kalitesini ölçmek için Tenengrad (Tenen) ve standart sapma (SS), bulanıklık bilgisini saptamak için ise bulanıklık (BM) <CITE> göstergeleri kullanılmıştır.","Çalışmada panoramik görüntülerin çözünürlük kalitelerini ölçmek için Tenengrad (Tenen) ve standart sapma (SS), bulanıklık bilgisini ölçmek için ise bulanıklık (BM) <CITE> metrikleri tercih edilmiştir.",basis,synthetic-augmentation
"Akademik literatürde genellikle, aynı kullanıcıdan gelen iki talep arasında 30 dakikayı aşan bir zaman dilimi olduğunda yeni bir oturum açılması tavsiye edilir <CITE> .","Bu konudaki çalışmalarda genelde, aynı kullanıcıya ait iki istek arasında 30 dakikadan daha fazla süre geçtiğinde o kullanıcı için yeni bir oturum başlatılmasının uygun olduğu belirtilmektedir <CITE> .",basis,synthetic-augmentation
"Mevcut araştırmalar, kullanıcılar arası isteklerin 30 dakikadan uzun sürmesi durumunda yeni bir oturumun başlatılması gerektiğini savunmaktadır <CITE> .","Bu konudaki çalışmalarda genelde, aynı kullanıcıya ait iki istek arasında 30 dakikadan daha fazla süre geçtiğinde o kullanıcı için yeni bir oturum başlatılmasının uygun olduğu belirtilmektedir <CITE> .",basis,synthetic-augmentation
"Standart uygulama olarak, aynı kullanıcının ardışık istekleri arasında 30 dakikadan uzun bir aralık olduğunda yeni bir oturum başlatılması gerektiği ifade edilmiştir <CITE> .","Bu konudaki çalışmalarda genelde, aynı kullanıcıya ait iki istek arasında 30 dakikadan daha fazla süre geçtiğinde o kullanıcı için yeni bir oturum başlatılmasının uygun olduğu belirtilmektedir <CITE> .",basis,synthetic-augmentation
"Alanyazında kabul gören yaklaşıma göre, aynı kullanıcıdan gelen talepler arasında 30 dakikayı geçen bir süre varsa yeni bir oturumun başlatılması esastır <CITE> .","Bu konudaki çalışmalarda genelde, aynı kullanıcıya ait iki istek arasında 30 dakikadan daha fazla süre geçtiğinde o kullanıcı için yeni bir oturum başlatılmasının uygun olduğu belirtilmektedir <CITE> .",basis,synthetic-augmentation
Katılımcılara sunulan 25 maddelik ve 4 faktörlü ölçek <CITE> tarafından tanımlanmıştır.,Çalışmada katılımcılara 25 maddeden oluşan bir ölçek sunulmuş <CITE> fakat bu maddeler toplamda 4 faktör altında toplanmıştır.,basis,synthetic-augmentation
"Bu çalışmada kullanılan 25 maddelik, 4 faktörden oluşan ölçek <CITE> araştırmasına dayanmaktadır.",Çalışmada katılımcılara 25 maddeden oluşan bir ölçek sunulmuş <CITE> fakat bu maddeler toplamda 4 faktör altında toplanmıştır.,basis,synthetic-augmentation
"<CITE> tarafından ortaya konulan 25 maddeli ölçek, 4 ayrı faktör altında gruplandırılmıştır.",Çalışmada katılımcılara 25 maddeden oluşan bir ölçek sunulmuş <CITE> fakat bu maddeler toplamda 4 faktör altında toplanmıştır.,basis,synthetic-augmentation
Araştırma kapsamında uygulanan ve 4 faktörlü bir yapıya sahip 25 maddelik ölçek <CITE> tarafından geliştirilmiştir.,Çalışmada katılımcılara 25 maddeden oluşan bir ölçek sunulmuş <CITE> fakat bu maddeler toplamda 4 faktör altında toplanmıştır.,basis,synthetic-augmentation
"Veriler, Eşit Derinlikli Gruplama Metodu <CITE> temel alınarak yeniden kategorize edildi.",Bu sebeple katılımcılardan elde edilen cevaplar (veri azaltma işleminden sonra elde edilen faktör değerleri) Eşit Derinlikli Gruplama Metodu <CITE> ile tekrar kategorik hale getirilmiştir.,basis,synthetic-augmentation
"Eşit Derinlikli Gruplama Metodu <CITE>, elde edilen faktör değerlerinin kategorik formata dönüştürülmesinde kullanılmıştır.",Bu sebeple katılımcılardan elde edilen cevaplar (veri azaltma işleminden sonra elde edilen faktör değerleri) Eşit Derinlikli Gruplama Metodu <CITE> ile tekrar kategorik hale getirilmiştir.,basis,synthetic-augmentation
"Katılımcı yanıtlarından türetilen faktör değerlerinin kategorizasyonu, Eşit Derinlikli Gruplama Metodu <CITE> aracılığıyla gerçekleştirilmiştir.",Bu sebeple katılımcılardan elde edilen cevaplar (veri azaltma işleminden sonra elde edilen faktör değerleri) Eşit Derinlikli Gruplama Metodu <CITE> ile tekrar kategorik hale getirilmiştir.,basis,synthetic-augmentation
"Veri azaltma sonrası elde edilen faktörler, Eşit Derinlikli Gruplama Metodu <CITE> sayesinde kategorik hale getirilmiştir.",Bu sebeple katılımcılardan elde edilen cevaplar (veri azaltma işleminden sonra elde edilen faktör değerleri) Eşit Derinlikli Gruplama Metodu <CITE> ile tekrar kategorik hale getirilmiştir.,basis,synthetic-augmentation
"Bu bulgu, insan kaynakları yönetiminin tek bir modelle sınırlı kalmaması ve çeşitli yaklaşımların bir arada değerlendirilmesi gerektiğini <CITE> doğrulamaktadır.","Bu durum, insan kaynakları yönetiminin tek bir paradigmanın ötesinde taşımak gerektiği ve farklı yaklaşımların birlikte ele alınarak önemli çıkarımlar yapılabileceği düşüncesini <CITE> desteklemektedir.",support,synthetic-augmentation
"İnsan kaynakları yönetiminin tek bir paradigma ile ele alınmasından ziyade, farklı perspektiflerin birleştirilmesi gerektiği tezi, mevcut verilerle <CITE> güçlenmektedir.","Bu durum, insan kaynakları yönetiminin tek bir paradigmanın ötesinde taşımak gerektiği ve farklı yaklaşımların birlikte ele alınarak önemli çıkarımlar yapılabileceği düşüncesini <CITE> desteklemektedir.",support,synthetic-augmentation
"İnsan kaynakları yönetiminin tek bir kalıba bağlı kalmayıp, farklı yaklaşımları entegre etmesinin gerekliliği, yapılan çalışmalarla <CITE> teyit edilmektedir.","Bu durum, insan kaynakları yönetiminin tek bir paradigmanın ötesinde taşımak gerektiği ve farklı yaklaşımların birlikte ele alınarak önemli çıkarımlar yapılabileceği düşüncesini <CITE> desteklemektedir.",support,synthetic-augmentation
"Mevcut durum, insan kaynakları yönetiminin çoklu paradigmalarla ele alınması ve farklı metodolojilerin entegrasyonuyla daha derin analizler yapılabileceği görüşünü <CITE> pekiştirmektedir.","Bu durum, insan kaynakları yönetiminin tek bir paradigmanın ötesinde taşımak gerektiği ve farklı yaklaşımların birlikte ele alınarak önemli çıkarımlar yapılabileceği düşüncesini <CITE> desteklemektedir.",support,synthetic-augmentation
"Çalışan sessizliğinin biçimleri ve öncüllerine ilişkin mevcut literatürün henüz yeterli olgunluğa erişmediği düşünüldüğünde <CITE>, özellikle korumacı sessizlik üzerine gelecekte yapılacak araştırmalar için temel bir dayanak oluşturmaktadır.","İlgili literatür özellikle çalışan sessizliğinin ortaya çıkma biçimleri ve öncüllerinin neler olduğu konusunda yeterli olgunluğu erişmediği düşünüldüğünde <CITE> , elde edilen sonuçlar çalışan sessizliği türleri (özellikle korumacı sessizlik) ile ilgili gelecekte yapılacak araştırmalar için önemli bir temel oluşturmaktadır.",discuss,synthetic-augmentation
"Çalışan sessizliğinin ortaya çıkışı ve öncüllerine dair akademik söylemdeki sınırlı gelişme göz önüne alındığında <CITE>'de sunulan bulgular, özellikle korumacı sessizlik üzerine yapılacak sonraki araştırmalar için önemli içgörüler sağlamaktadır.","İlgili literatür özellikle çalışan sessizliğinin ortaya çıkma biçimleri ve öncüllerinin neler olduğu konusunda yeterli olgunluğu erişmediği düşünüldüğünde <CITE> , elde edilen sonuçlar çalışan sessizliği türleri (özellikle korumacı sessizlik) ile ilgili gelecekte yapılacak araştırmalar için önemli bir temel oluşturmaktadır.",discuss,synthetic-augmentation
"Literatür çalışan sessizliğinin ortaya çıkış biçimleri ve belirleyicileri konusunda henüz yeterince olgunlaşmadığı için <CITE>, korumacı sessizlik gibi spesifik sessizlik türlerini keşfetmek için hayati bir zemin oluşturmaktadır.","İlgili literatür özellikle çalışan sessizliğinin ortaya çıkma biçimleri ve öncüllerinin neler olduğu konusunda yeterli olgunluğu erişmediği düşünüldüğünde <CITE> , elde edilen sonuçlar çalışan sessizliği türleri (özellikle korumacı sessizlik) ile ilgili gelecekte yapılacak araştırmalar için önemli bir temel oluşturmaktadır.",discuss,synthetic-augmentation
