"citation_context",citation_intent
"Gerçekleştirilen çalışmada Suzuki ve Abe tarafından geliştirilen topolojik yapısal analiz işlemi gerçekleştirilerek görüntüdeki nesnelerin sınırları tespit edilmiştir (Suzuki & be, 1985) .",basis
"Denklem 6' da sunulan genel moment alma formülü kullanılarak nesnelerin alanları hesaplanmıştır (Mukundan & Ramakrishnan, 1998) .",basis
"However, in 2006, an idea of training each layer of deep nets separately proposed by Hinton et al. , accelerated the research in this area  .",background
"Afyon Kocatepe University Journal of Science and Engineering the need for the expert to define (Kappor et al. 2018) .",background
"Deep learning, which is one of the techniques that process big data quickly and accurately, provides great benefits in many fields such as business, management, medicine, health, engineering, and scientific research (Wang et al. 2017) .",background
"One of the areas where deep learning techniques are widely used is satisfaction estimation (Tabrizi et al. 2016) .",background
"Several methods are used to estimate the satisfaction examine the effects of various variables on the overall level of satisfaction (Deng and Pei 2009) .",background
"For example, Jahandideh et al. proposed a model based on artificial neural networks that predict how patients evaluate hospital services in general by using factors such as reliability, insurance, physical conditions, empathy, and sensitivity (Jahandideh et al. 2013) .",background
"This study demonstrated the advantage of artificial neural network over conventional methods in terms of capturing the non-linear relationships (Najmi et al. 2021) .",background
"For example, Tsaur et al. have applied artificial neural networks and logistic regression to measure the importance scores of services in nine international hotels.",background
"In their study, they concluded that artificial neural networks perform better than logistic regression (Tsaur et al. 2002) .",background
"the parameters such as acoustic and semantic features, emotional instability features, speech rhythm, and verbal assessments to measure the customer satisfaction score (Cong et al. 2016) .",background
"Artificial Neural Networks validated by 10-fold cross validation is found to be the best among the models. Kalinić et al. (2019) developed a predictive model of customer satisfaction related to mobile commerce.",background
"Since conventional statistical techniques, such as multiple regression analysis, are used for the prediction of consumer satisfaction and typically examine only linear relationships among variables, they used Artificial Neural Networks for modelling complex relationships. Bekiros et al. (2019) proposed method for customer satisfaction prediction in the shipping industry.",background
"The study revealed the most effective optimization methods through employing artificial intelligence approaches. Wang at al. (2019) proposed an automated machine learning approach to model overall product delivery satisfaction under limited resources.",background
"proposed an automated machine learning approach to model overall product delivery satisfaction under limited resources. Araç and Gürhanlı (2020) Customer service perceptions generally contain uncertainty.",background
"The traditional Likert scale assumes that distance between the consecutive scale-point is constant, but in reality, there is no crisp boundary among the scale values (Tóth et al. 2020 ).",background
"To overcome these problems, new alternative Likert scale based on fuzzy sets theory was proposed by Lin (2017) ,  ,  .",background
"In the literature, there are studies to solve this situation by expressing the Likert scale with fuzzy numbers and thus obtaining successful results. (Tóth et al. 2019 ) introduced fuzzy numberbased methodology that adds properties to Likert scales to model human judgment in more precise and reliable method.",background
"Deng and Pei achieved successful results by integrating the technique of artificial neural networks with fuzzy logic (Deng et al. 2009 ).",background
"Lin integrated multiple regression with fuzzy set qualitative comparative analysis to explore the relationship among service range, motivation to ride, ride convenience, service satisfaction, satisfaction with facilities, and intention to re-ride Lin (2017) .",background
"The proposed model was successfully implemented based on both qualitative and quantitative inputs. Wahyudi at al. (2018) integrated fuzzy and survival analysis to predict Customer Satisfaction.",background
"Testing technique with artificial data is an important technique for creating reproducible experimental findings (Kennedy, Delany, Mac Nomee 2011) .",background
"Artificial datasets containing 100, , and 1000 samples were produced in the format of a 5point Likert scale.",other
"Since the concept of consensus is applied on the fuzzy Likert scale, it has been observed that it can provide a more accurate measurement result than the traditional Likert scale (Lİ 2013) .",basis
"Obtaining experimental results by producing artificial data or in other words synthetic data can overcome these disadvantages (Peng and Hanke 2016) .",basis
"The test technique with artificial data is an important technique for generating reproducible experimental findings (Kennedy et al. 2011 ).",basis
"However, a validation set is needed to select the correct values of the hyper parameters, such as learning rate, number of epochs etc. (Heaton, 2015) .",background
"In the literature, different ratios are used while creating training, validation and test datasets, and the most used ratio is 70/30 (Islam and Raj, 2017) .",background
"Triangular fuzzy numbers are given in Sreekumar and Mahapatra (2015) studies for triangular Likert scale, trapezoidal fuzzy numbers given in   studies for trapezoid Likert scale were used.",basis
"The performance of the Deep Learning model is sensitive to the choice of net-work architecture (Güner and Çomak 2014) .",background
"Starting from the input layer data is analyzed and summarized appearing as a single variable in the output layer (Goodfellow et al. 2016) .",background
"Also, since the fuzzy numbers are used the "Softplus" activation function which is the smooth version of the relu activation function has been chosen (Patterson and Gibson 2017) .",basis
"A validation dataset was used to determine the criteria of early termination (Albon 2018 )",basis
"K-fold verification has been applied to ensure that the validation dataset has the same properties as the rest of the data (Raschka and Mirjalili 2017) .",basis
"Another technique used to prevent overfitting is dropout regulation (Hahn and Choi 2020) .",basis
"There are many approaches in the literature to improve the performance of deep learning architecture (Srivastava et al. 2014) .",background
"Therefore, although the Sigmoid function is used effectively in artificial neural networks it is not preferred much in deep networks (Goodfellow et al. 2016) .",background
"The concept of deep learning is based on artificial neural net-works and artificial neural network with more than one hidden layer is defined as a deep network (Deng and Yu 2014) .",background
"In this study unlike the literature instead of obtaining a separate data set for the minimum, peak, and maximum values of the fuzzy number these values were combined in a single data set, and the analyzes were done accordingly. Ishibuchi and Nii (1998) have shown that fuzzifying neural networks are possible by extending inputs and weights to fuzzy numbers.",basis
"According to the results obtained, the most successful results were six-layered network with 35, , and 10 neurons.",other
"When evaluating the classification success of methods in the unbalanced data set Fmeasure should be checked (Mahani and Baba Ali 2020) .",background
"High accuracy rate of classification model in small dataset is valuable result, because in some cases find large dataset is quite difficult (Feng, Zhou, & Dong, 2019) .",support
"In literature there several studies state that the softplus function outperforms Sigmoid, Relu and Tanh functions (Zheng et al. 2015) .",background
"layer numbers (Wright, Manic 2010) .",other
"If the person who designs the architecture worked in the same type of application and architecture, it can reach a faster result by determining the right strategy (Goodfellow, 2016) .",background
"As states in literature Deep Networks with small datasets commonly shows worse performance than shallow architectures (Feng et al. 2019) .",background
"HSG kullanılarak nesnelerin tespiti ve sınıflandırılması gibi son zamanlardaki yapılan çalışmalar, bağlamsal özelliklerin büyük avantajlar sağlayabileceğini göstermiştir (Lee ve Kwon, 2016; .",background
"HSG verilerinin etkili ve doğru bir şekilde sınıflandırılması için farklı algoritmalar sıklıkla kullanılmıştır. Melgani ve Buruzzone (2004) , çok sınıflı problemleri çözmek için Destek Vektör Makinesi (DVM) algoritmasını kullanılmışlardır.",background
"Camps-Valls ve Buruzzone (2005) , kernel tabanlı metotlar kullanarak DVM algoritması ile hiperspektral verileri sınıflandırmışlardır.",background
"Örneğin; Rastgele Orman (RO) (Ham ve ark., 2005; , K-En Yakın Komşu (K-Nearest Neighbors, KNN)   vb. gibi.",background
"Evrişimli Sinir Ağı (ESA) nesne algılama (Ren ve ark., 2015) , görüntü sınıflandırma  , derinlik tahmini  , anlamsal bölümleme  , cilt kanseri sınıflandırması   gibi alanlarda yüksek başarımlara sahiptir.",background
"Son yıllarda, bazı araştırmacılar hiperspektral verileri sınıflandırmak için farklı teknikler kullanmışlardır. Zhao ve Du (2016) , HSG sınıflandırma için boyut indirgeme ve derin öğrenme teknikleri ile uzamsalspektral özellikleri çıkarmışlardır.",background
", HSG sınıflandırma için boyut indirgeme ve derin öğrenme teknikleri ile uzamsalspektral özellikleri çıkarmışlardır. Li ve ark. (2017) , uzamsal özellikleri geliştirmek için derin ESA tabanlı HSG yeniden yapılanma modeli geliştirmişlerdir.",background
"Bir başka çalışmada Zhong ve ark. (2017) , HSG sınıflandırma için uzamsal-spektral residual network (SSRN) amaçlamışlardır.",background
"Bu çalışmalara ilave olarak Cihan (2020) , hiperspektral görüntüleme yöntemi ile yeni doğan sağlık durumlarını tespit etmek için komşuluk çıkarımı yöntemi ve 3B-ESA modelini kullanarak yüksek başarımlar elde etmiştir.",background
"HSG verileri 3 boyutlu hacimsel veriler olduğu için hem uzamsal hem de spektral özelliklerin elde edilmesi gerekir (Roy ve ark., 2019) .",background
"ESA parametreleri (𝑘, 𝑟) genellikle dereceli alçalma optimizasyon teknikleri ile denetimli yaklaşımlar kullanılarak eğitilir (Krizhevsky ve ark., 2012) .",basis
"Tüm ağırlıklar rastgele bir şekilde başlatılmış ve softmax (Liu ve ark., 2016)",basis
"Önerilen KÇ3B-ESA modeli DVM (Melgani ve Bruzzone, 2004)",other
"Patterns used in static analysis include string signature, syntactic library call, byte array n-grams, opcode (operation code) frequency distribution, control flow diagram, and so on (Gandotra et al., 2014) .",background
"Before running the malware sample, appropriate monitoring tools such as Process Monitor, Capture BAT, Process Hacker, Process Explorer, Regshot and Wireshark are installed and enabled (Gandotra et al., 2014) .",background
"When dealing with large datasets containing hundreds of binaries, dynamic analysis cannot scale effectively (Hassen et al., 2017) .",background
"In the continuation of this section, a summary of the studies on malware detection in the literature is presented. Tian et al. (Tian et al., 2009) presented malware classification research using classification methods based on sequence information.",background
"Using k-fold cross validation on unpackaged malicious and benign files, the RF classifier achieved an accuracy rate of 97%. Santos et al. (Santos et al., 2013) offered a new hybrid malware detector that merges the frequency of occurrence of operational codes (statically collected) with information about an executable's execution track (dynamically obtained).",background
"Patil et al. (Patil and Deng, 2020 ) used a method to extract various feature sets from malware data such as system calls, opcodes, and bytecodes.",background
"Azeez et al. (Azeez et al., 2021) proposed a method based on collective learning.",background
"A literature review of existing malware detection classification researchs utilizing machine learning techniques was published by Harshalatha et al. (Harshalatha and Mohanasundaram, 2020) .",background
"The data preprocessing step transforms the data into a format that machine learning algorithms can analyze efficiently (Markel et al., 2014) .",background
"The main goal of classification is to find the best match between a set of new data and a set of classifications within a specific problem domain (Yang, 2018) .",background
"To find the nearest neighbors, various distance measurement methods are used (Chumachenko, 2017) .",background
"It consists of nodes that form a root tree (Rokach, Maimon, 2005) .",background
"Random forests are a combination of tree estimators that contain a set of DTs in different subsets of a given dataset, where each tree is sampled independently and depends on the values of a random vector with the same distribution for all trees in the forest (Breiman, 2001) .",background
"1,10) [3, 5, 10, 15] [100, 200, 500, 1000, 2000] gini",other
"kabul edilebilir bir seviyeye düşürmek gerekmektedir [1] .",background
"Çünkü amaç resmin kalitesini düşürmek değil aynı kalitedeki resmi çeşitli sıkıştırma teknikleri kullanarak daha az bit ile temsil etmektir [2] .",background
"Burada, en iyi şekilde yansıtma, veri miktarını azaltırken oluşacak bozulmanın en az olduğu veri kümesini bulmaktır [3] .",background
"LBG (Linda, Buzo, Gray [4] ) algoritması kod-kitabı üretme aşamasında çok kullanılan yöntemlerden birisidir.",background
"Vektör nicemleme (VQ) terimi vektörlerin kümelenmesi işlemi için de kullanılmaktadır [5] .",background
"Sitopatolojik değerlendirme süreci bireylerden çeşitli yöntemlerle alınan hücrelerin analizi esasına dayanmaktadır [1] .",background
"Numunenin tüm alanını görebilmek için mikroskop platformunu odaklamayı kaybetmeden X-Y-Z yönünde manuel olarak hareket ettirmektedirler [2] .",background
"içeren tek bir görüntü elde edilmiştir [5] .",other
"Literatürde yaptığımız çalışmada odaklama derinliğininartırılması sürecinde Z ekseninde taranan aralığın ve kullanılan görüntü sayısının etkili olduğu ve optimum alınmadıkları taktirde tüm alanı odaklanmış görüntünün elde edilemediği ispatlanmıştır [20] .",background
"Literatürde piksellerin odaklama değerlerini hesaplamak için çeşitli yaklaşımlar önerilmiştir [21] .",background
"Bunlar çoklu çözünürlük tabanlı (Laplacian  , Gradient  , Fourier  , Cosinus  , Wavelet  , Curvelet   ve Contourlet dönüşümü  ), seyrek gösterim tabanlı  ,komşu tabanlı   (varyans, gradyan, tenegrad)ve hibrit [21] olmak üzere üçe ayrılmaktadırlar.",basis
"4. Güncel ve aday aralıktaki görüntülerin odaklama değerleri arasında Bhattacharyya uzaklığı [31] hesaplanır ve uzaklık belirli bir eşik değeri ile karşılaştırılır.",basis
"Scale Invariant Feature Transform (SIFT): David G. Lowe tarafından 1999 yılında önerilmiş SIFT algoritması görüntülerden ayırıcı öznitelik çıkarmak amacıyla literatürdesıklıkla kullanılmaktadır [32] .",background
"Optimum aralığın belirlenmesi aşamasının otomatik odaklama adımındakullanılan veritabanı içinoptimum olduğu ispatlanmış varyans odaklama fonksiyonu olarak kullanılmıştır [34] .",basis
"Optimum aralık olarak 1. aralık (σ) kabul edilmiştir [20] .",basis
"Çalışmada panoramik görüntülerin çözünürlük kalitelerini ölçmek için Tenengrad (Tenen)   ve standart sapma (SS), bulanıklık bilgisini ölçmek için ise bulanıklık (BM) [35]",basis
"Web madenciliği, ilk olarak Etzioni tarafından Web döküman ve servislerinden otomatik olarak bilginin elde edilmesi olarak tanımlanmıştır (Etzioni, 1996) .",background
"Web madenciliği, Web yapı madenciliği, Web içerik madenciliği ve Web kullanım madenciliği olarak üç sınıfa ayrılabilir (Madria vd., 1999) .",background
"Bu alanda en çok kullanılan yöntemler, Markov modelleri (Sarukkai, 2000 , sıralı örüntüler  , bağıntı modelleri  ) ve demetleme   yöntemleridir.",background
"Kullanıcının bir Web sitesini ziyareti sırasında her sayfada geçirdiği süre kullanıcı oturumlarını modellemekte önemli bir rol oynar (Shahabi vd., 1997) .",background
"Hem gerçek demet etiketleri hem de demetlere ilişkin Poisson dağılımlarının parametreleri bilinmediğinden, "Expectation Maximization" (EM) algoritması kullanılarak bu bilgiler öğrenilmiştir (Dempster vd., 1977) .",basis
"Her Θ g , g∈ [1, ...,G] parametre kümesi g bileşeninin olasılık dağılımını belirleyen, Θ kümesinin ayrışık bir alt kümesidir.",other
"Modelin parametre kümesi, bileşenlerin seçilme olasılığı ve her bileşenin parametre kümesinden oluşur: (Cooley vd., 1999) .",basis
"El yazısı tanıma, imza tanıma, yüz tanıma, iris tanıma, ses tanıma bu çalışmaların birkaçını oluşturur [6] .",background
"Ancak çalışma İngilizce veritabanı üzerinde gerçekleştirilmiştir [7] .",background
"OGI veritabanı üzerinde LDA(Linear Discriminant Analysis) özellik çıkarımı yöntemi ile verileri normalize etmişlerdir ve Saklı Markov Modeli ile eğitmişlerdir [11] .",background
"Jie-Fu ve çalışma arkadaşları yaşları 25 ile 35 arasında değişen 7 erkek ve 5 kadından Çince olarak ses örnekleri alınmıştır [1] .",background
"İngilizce konuşma sentezi sistemi geliştirmişlerdir [2] .",background
"Reynold ve çalışma arkadaşları konuşmacı tanıma sistemlerinin performansını arttırmak amacıyla SuperSID projesini uygulamışladır [3]",background
"Gauss yoğunluğunun ağırlıklı birleşiminin toplamı eşitlik 5'de gösterilmiştir [12] .",basis
"Bugünün işletmelerinde yaygın olarak görülen çalışan sessizliği ve çalışanların örgütün çalışanların yaptığı katkıya ve çalışanların refahlarına ne derece değer verdiğini konu alan örgütsel destek teorisi (Shanock vd.,2019; yöneticiler veya çalışanlardan gelen sinyallere odaklanan örgütsel davranış araştırmacılarının dikkatini çekmeye devam etmektedir.",background
"Çalışan sessizliği ile ilgili yapılan son araştırmalarda çalışan sessizlik davranışı ile çalışan memnuniyeti ve bağlılığı (Wang vd., 2020) , narsist liderlik ve örgütsel sinizm   ve algılanan stres ve güven   arasındaki ilişkilerinin ele alındığı görülmektedir.",background
"Algılanan örgütsel destek ile ilgili yapılan son araştırmalarda ise, algılanan örgütsel destek ile çalışan performansı (Chen vd., 2020) , işe bağlılık   ve çalışan yaratıcılığı   arasındaki ilişkilerin incelendiği görülmektedir.",background
"Örneğin, çalışan sessizliğine olan akademik ilginin artmasına rağmen, örgütlerde çalışan sessizliğinin nedenleri, öncüleri, sonuçları ve çalışanların diğerlerinin sessizlik davranışına katılmanın sebepleri konusunda anlayışımızda hala önemli boşluklar bulunmaktadır (Whiteside ve Barclay, 2012) .",background
"Her ne kadar örgütsel destek teorisi bağlamında yüksek düzeyde algılanan desteğin çalışanlar üzerindeki olumlu etkileri konusunda genel bir kanı oluşmuş görülse de (Chen vd., 2009) halen çok boyutlu, kapsamlı ve mevcut ilişkilerin yönünü açıklayan ilişkisel bir çerçevenin veya çerçevelerin varlığına ihtiyaç duyulmaktadır.",background
"Örneğin, teorinin temellerini atan Rhoades ve R. Eisenberger (2002) ortaya koydukları meta-analizde örgütsel destek ve performans ilişkisi ile ilgili çok çarpıcı bir ifade paylaşmaktadır.",background
"Aslında, burada performans değişkeni üzerinden açığa vurulan sorunsalın örgütsel destek yazınında sıklıkla karşımıza çıkan psikolojik refah, çalışanların örgüte karşı tutumu ve çalışan davranışı gibi değişkenler (Allen, Shore ve Griffeth, 2003; içinde geçerli olduğunu söylemek ilişkilerin yönü ve boyutu çerçevesinde mümkündür.",background
"Çalışanlar işletmelerin başarılı olabilmesi için son derece hayati olan değişim, yaratıcılık, öğrenme ve inovasyon gibi kritik faktörlerin kaynağı olarak değerlendirilmektedir (Beheshtifar vd., 2012:275) .",background
"Bunun sebebi, çalışanların örgütte sürdürülen iş ve iş organizasyonlarını iyileştirmek için gerekli olan yapıcı fikir, bilgi ve görüşlere sahip olmasıdır (Zehir ve Erdoğan, 2011) .",background
"olsa da uygulamada çok sayıda çalışanın söz konusu açık diyaloğa örgütün desteğini alamama korkusuyla sıcak bakmadığını ve bu tip bir bilgi alışverişine kuşkuyla yaklaştığını ifade eden çeşitli çalışmalar olduğu görülmektedir (Karakaş, 2019) .",background
"Bu çerçevede, araştırmacılar çalışanların ne zaman ve nasıl bu iki tercih arasında kaldığını araştırmakta ve son yıllarda örgütsel davranış alanında çalışan sessizliği veya örgütsel sessizlik başlıkları altında giderek olgunlaşan bir literatür karşımıza çıkmaktadır (Donaghey vd., 2011) .",background
"Çalışan sessizliği literatürüne genel ve kapsayıcı bir çerçeve içerisinde baktığımızda, aslında bu literatürün Morrison ve Milliken (2000) ,   ve   tarafından yapılan araştırmalara dayandığı görülmektedir  .",background
"Sessizlik konusunda üst yönetimin rolüne özellikle vurgu yapan Morrison ve Milliken (2000) 'e göre çalışan sessizliği çalışanların örgüt hakkındaki potansiyel sorunlar hakkında kasıtlı olarak bilgi, görüş, öneri veya endişeleri saklaması anlamına gelmektedir.",background
"Çalışan sessizliğinin birçok iş yerinde neden sistemik bir hal aldığını ve sessizliğin ortaya çıkmasında etkili norm ve güçleri açıklamayı amaçlayan Morrison ve Milliken(2000) 'e göre, çalışan sessizliği örgüte zarar veren kolektif bir olgudur.",background
"Bu anlamda çalışan sessizliği toplantı ve görüşmelerde sessiz kalma, önerilerin tartışıldığı platformlara düşük katılım veya düşük kolektif ifade gibi biçimlerde ortaya çıkabilmektedir (Huang vd., 2005) .",background
"Milliken, Morrison ve Hewlin (2003 çalışanların sessiz kalmayı tercihini gösteren bir model önermektedir.",background
"sebeplerle örgütler için son derece zararlı olduğu ileri sürülmektedir (Çınar vd., 2013:316) .",background
"Araştırmacılar bu doğrultuda örgüt üst yönetimi çalışanların örgütü ilgilendiren önemli konular hakkında konuşmasını sağlayabilmek adına öneriler getirmektedirler (Milliken vd., 2003 .",background
"Sessiz kalma modeli (Milliken vd., 2003 Son olarak,  , çalışan sessizliğini bir çalışanın kendi davranışsal, bilişsel ve duygusal değerlendirmelerini mevcut bir sorun durumunun üstesinden gelebilecek örgüt üyeleriyle paylaşmaması olarak tanımlamaktadır.",background
"Araştırmacılar Hirschman (1970) tarafından önerilen ses (voice) ve sessizlik (silence) kavramları arasındaki ilişkiyi çalışanların memnuniyetsizlik duygusunu nasıl ifade ettiklerini yansıtmanın bir yolu olarak ele almış ve çalışanların endişelerini anlamakla ilgili olduğunu belirtmişlerdir  .",background
"fikir ve düşünceleri seslendirmenin faydasız veya tehlikeli olarak algılandığı örgütlerde, çalışanlar arasında bir sessizlik ikliminin muhtemel olduğunu savunmaktadır (Donaghey vd., 2011:53) .",background
"'a göre çalışan sessizliği bilginin kasıtlı bir biçimde seslendirilmemesi ve çalışanların kendini koruma amaçlı muhtemel olumsuz sonuçlarla karşılaşma korkusu olmak üzere iki biçimde gerçekleşmektedir (Chou ve Chang,2017:4) .",background
"Böylece, Pinder ve Harlos (2001) çalışan sessizliğini bir dizi biliş, duygu veya niyetle ilişkilendirmiş ve bir olgu olarak çalışan sessizliğinin altında yatan nedenlere bağlı olarak farklı anlamlar kazabileceğini ifade etmiştir.",background
"Nitekim, sessizliğin kimi biçimleri stratejik ve proaktif olabilmektedir ( Van Dyne vd., 2003) .",background
"Çalışan sessizliği literatürünün köşe taşları olarak değerlendirilen bu üç önemli çalışmaya ek olarak, Van Dyne vd. (2003) 'e ve yazarların bu araştırmada da kullandığımız sessizlik tipolojisine değinmek gerekmektedir.",basis
"Burada Van Dyne vd. (2003) çalışanların güdülerine dayanarak, üç tip sessizliğin olduğunu öne sürmektedir: Kabullenici sessizlik (Acquiescent Silence), korunmacı sessizlik (Defensive Silence) ve korumacı sessizlik (ProSocial Silence).",basis
"Buradaki Kabullenici sessizlik kavramı aslen Pinder ve Harlos'a (2001) dayanmaktadır.",background
"Buradaki Kabullenici sessizlik kavramı aslen   dayanmaktadır. Pinder ve Harlos'a (2001:350) göre, kabullenici çalışanlar neredeyse gönüllü olarak sessiz olma eğilimi göstermekle birlikte kendileri bu durumun farkında dahi değildirler.",background
"Statükoya olan tolerans nispeten yüksektir ve bu durumlarını da normal olarak görürler. Van Dyne vd. (2003 de bu bağlamda kabullenici sessizliği çalışanların istifaya dayalı olarak ilgili fikirleri, bilgileri veya fikirleri saklamak olarak tanımlamaktadır ve daha çok pasif olan bağımsız davranışlar olarak değerlendirmektedir.",background
"Öte yandan, Kabullenici sessizliği aksine, korunmacı sessizlik çalışanların kendilerini dış tehditlerden koruma amacıyla gösterdikleri bilinçli ve proaktif bir davranıştır (VanDyne vd., 2003 .",background
"Bu anlamda daha proaktif bir davranışa işaret eden korunmacı sessizlik farkındalık ve ilgili alternatiflerin de dikkate alınarak değerlendirilmesini içerir ve çalışan tarafından alınan bilinçli bir karar anlamını taşımaktadır ( Van Dyne vd., 2003 .",background
"Ancak, korunmacı sessizlikten ayrıldığı nokta, çalışanın gösterdiği bilinçli sessizlik davranışının amacının kendini korumaktan öte, bir nevi diğerkâmlık örneği olarak örgütteki diğer kişilerin veya örgütün çıkarlarını korumak amacını gütmesidir ( Van Dyne vd.,2003 .",background
"Algılanan örgütsel destek, çalışanların çalışmakta oldukları işletmenin çalışanların örgüte olan katkılarına ne ölçüde değer verdiğini ve refahlarını önemsediğine ilişkin algısını ifade etmektedir (Shanock vd., 2019) .",background
"Buna göre, çalışanlar örgütün katkılarına ne ölçüde değer verdiğine ve refahına önem verdiğine ilişkin inançlar oluştururlar, bu yönde algılanan örgütsel destek devamsızlığı azaltır ve algılanan örgütsel destek ve devamsızlık arasındaki ilişki, güçlü değişim ideolojisi olan çalışanlar için zayıf değişim ideolojisi olan çalışanlardan daha fazladır (Eisenberger vd., 1986) .",background
"Örgütsel destek teorisine göre (Eisenberger vd.., 1986; algılanan örgütsel destek çalışanların örgütün kendilerine karşı olumlu ya da olumsuz davranışların arkasındaki niyetine ilişkin inanışlarına bağlıdır.",background
"Algılanan örgütsel desteğin gelişimini, doğasını ve sonuçlarını inceleyen örgütsel destek teorisi esasen Levinson'un (1965) çalışanların örgütü kişileştirdiğini ve örgütün kendilerine yönelik iyi veya kötü niyetli niyetleri de içeren eğilimli özelliklere sahip olduğuna inandıklarını varsayan olduğu görüşünü benimsemektedir  .",background
"Söz konusu sosyal değişim süreci içerisinde algılanan örgütsel destek aynı zamanda sosyo-duygusal ihtiyaçların karşılanmasına ve çalışanların örgütle özdeşleşerek olan örgüte olan bağlılığını artmasına olanak sağlamaktadır (Kurtesis vd., 2015:2) .",background
"Bu süreçte ücret artışı, gelişimsel eğitim fırsatları gibi birtakım ödül ve kazanımları elde eden çalışanlar algıladıkları örgütsel desteğe karşılık olarak örgütün amaç ve hedeflerine ulaşmasını sağlamak için ellerinden geleni yaparlar (Neves ve Eisenberger, 2014:189) .",background
"Başka bir ifadeyle, çalışan ve örgüt arasındaki sosyal mübadele karşılıklılık normu temelinde örgütlerinden iyi muamele gören çalışanların yüksek bağlılık ve çaba ile yanıt verdiğini göstermektedir (Eisenberber vd., 2014:635) .",background
"Bu çalışanlar doğal olarak, daha fazla psikolojik refah, örgüte karşı daha olumlu bir yönelim ve örgüte yardımcı olma amaçlı davranışlar sergilemektedir (Hayton vd., 2012:235) .",background
"Yüksek algılanan örgütsel destek düzeyine sahip çalışanların işlerini daha olumlu değerlendirdiğini (Artan iş tatmini, daha iyi ruh hali, daha az stres) ve bu çalışanların örgütlerine daha fazla katkı yaptıklarını (artan örgütsel bağlılık, artan performans, azalan çalışan devir oranı) gösteren çok sayıda çalışma vardır (Chen vd., 2099:120) .",background
"Kronolojik bir perspektifle baktığımızda göze çarpan belli başlı çalışmalar bu iki olgunun arasındaki ilişkiyi farklı bağlamlarda değerlendirmişlerdir. Tucker vd. (2008) algılanan örgütsel destek ve algılanan iş arkadaşı desteğinin çalışanların iş yeri güvenliği ile ilgili fikirlerini seslendirmesinde önemli rolü olduğuna işaret etmektedir.",background
"Aynı yıl içerisinde Tangirala ve Ramanujam (2008) prosedürel adalet ikliminin çalışan sessizliği üzerindeki etkilerini incelenmiş ve örgüt içerisindeki prosedürel adalet iklimi yüksek olduğunda ve çalışanların çalışma gruplarıyla özdeşleştiklerinde işlerine olan bağlılıklarının ve çalışan sesliliğini arttığını ifade etmişlerdir.",background
"Ayrıca, diğer iki örgütsel etik iklim tipi ile kabullenici ve korunmacı sessizlik arasında negatif yönlü ilişki olduğunu gözlemlemişlerdir. Singh ve Malhotra (2015) çalışanın algıladığı örgütsel destek ve çalışan sessizliği arasındaki ilişkide güven değişkeninin aracılık etkisini ele almıştır.",background
"Araştırmacılar algılan örgütsel destek ve güvenin örgütsel sessizlikle olan negatif ilişkisine dair ve algılanan örgütsel destekle örgütsel güven arasında pozitif yönlü bir ilişkinin varlığından bahsetmektedir. Yu ve Liu (2016) psikolojik sermaye ve algılanan örgütsel desteğin çalışanların inovasyon ve sessizlik davranışları üzerindeki etkisini araştırmış ve psikolojik sermaye ve algılanan örgütsel desteğin sessizlik davranışları üzerinde olumsuz etkileri varken inovasyon davranışları üzerinde olumlu etkileri olduğunu ifade etmişlerdir.",background
"değeri ise güçlü veya yüksek korelasyon olarak yorumlanmaktadır (Schober vd., 2018) .",background
"Sürekli artan veri nedeniyle, araştırmacılar yararlı ve anlamlı bilgiler elde etme sürecinde zorluklarla karşılaşmaktadır (Aggarwal, 2015) .",background
"Bu kapsamda veri madenciliği, elde edilen verilerde gizlenmiş, önceden bilinmeyen ve potansiyel olarak yararlı olan bilgilerin ortaya çıkarılması için uygulanan adımların genel ifadesi olarak tanımlanmaktadır (Aggarwal, 2015; .",background
"Özellikle sosyal tutum gibi davranış örüntüleri, öngörülen tutum ya da eğilim, belirlenmiş sosyal durumlara yatkınlık gibi soyut veri tipleri her zaman nümerik olarak elde edilememektedir (Lapiere, 1934) .",background
"Bu çalışmada kullanılan ölçeklerden biri, Van Dyne, Ang ve Botero (2003) tarafından geliştirilen kabullenici, korunmacı ve korumacı sessizlik olmak üzere 3 faktörden oluşan örgütsel sessizlik ölçeğidir.",basis
"İlk aşama veri önişleme için kullanılır, yani veri kullanıma uygun bir formatta hazırlanır (Han vd., 2006; .",basis
"Diğer aşama ise gizli bilgileri, örüntüleri veya kuralları elde etmek için kullanılan yöntemler bütünüdür (Aggarwal, 2015; .",background
"Doğal veriler, farklı kaynaklardan ve genellikle planlanmadan oluştuğundan gürültülü, eksik ve tutarsızlıkları da beraberinde getirmektedir (Han vd., 2006) .",background
"Veri temizleme için gerçekleştirilen ön işleme yöntemleri genellikle gürültüyü gidermek ve verilerdeki tutarsızlıkları düzeltmek için uygulanmaktadır (Han vd., 2006; .",background
"Veri birleştirme, birden fazla kaynaktan gelen verileri, veri ambarı gibi tutarlı bir veri deposunda birleştirme amacıyla uygulanmaktadır (Han vd., 2006; .",background
"Her veri madenciliği algoritmasının başarısının, büyük ölçüde veri önişleme kalitesine bağlı olduğu iyi bilinmektedir (Zhang ve Lu, 2007; .",background
"Çalışmada katılımcılara 25 maddeden oluşan bir ölçek sunulmuş ( Van Dyne vd., 2003; fakat bu maddeler toplamda 4 faktör altında toplanmıştır.",basis
